location_name,country,temperature_celsius,apparent_temp_c,air_quality_us-epa-index,ed_score,ed_category,anomaly_score,anomaly_methods
Manama,Bahrain,36.3,46.3,3,66.11538461538461,ED_DANGEROUS,1,iso_forest
Nassau,Bahamas,28.4,34.0,1,18.333333333333332,ED_MODERATE_SAFE,1,lof
Kabul,Afghanistan,32.6,32.6,2,36.0,ED_CAUTION,1,iso_forest
Sanaa,Yemen,29.3,29.3,2,26.900000000000002,ED_MODERATE_SAFE,1,iso_forest
Tashkent,Uzbekistan,38.3,38.3,3,52.9,ED_CAUTION,1,iso_forest
Kuwait City,Kuwait,39.6,39.6,5,94.82916666666667,ED_VERY_DANGEROUS,1,iso_forest
Riyadh,Saudi Arabia,40.2,40.2,4,80.69166666666668,ED_VERY_DANGEROUS,1,iso_forest
Abu Dhabi,United Arab Emirates,37.2,48.5,5,100.0,ED_VERY_DANGEROUS,1,iso_forest
Lilongwe,Malawi,18.1,18.1,1,7.949999999999999,ED_VERY_SAFE,1,lof
Doha,Qatar,45.3,48.5,4,90.67884615384617,ED_VERY_DANGEROUS,1,iso_forest
Singapore,Singapore,32.4,41.3,1,31.24615384615384,ED_MODERATE_SAFE,1,hot_but_safe
Seoul,South Korea,28.0,28.8,2,13.400000000000002,ED_VERY_SAFE,1,lof
Ban Lom,Vietnam,29.7,37.5,2,37.366666666666674,ED_CAUTION,1,lof
Tunis,Tunisia,33.2,34.2,1,22.56666666666667,ED_MODERATE_SAFE,1,lof
Abu Dhabi,United Arab Emirates,42.3,44.3,4,85.63269230769231,ED_VERY_DANGEROUS,1,iso_forest
Riyadh,Saudi Arabia,42.2,43.3,4,85.27884615384616,ED_VERY_DANGEROUS,1,iso_forest
Manama,Bahrain,40.1,42.1,4,82.79423076923078,ED_VERY_DANGEROUS,1,iso_forest
Santiago,Chile,6.1,6.1,5,45.0,ED_CAUTION,1,iso_forest
Malabo,Equatorial Guinea,26.1,28.7,2,13.099999999999998,ED_VERY_SAFE,1,lof
Valletta,Malta,31.3,39.7,1,36.233333333333334,ED_CAUTION,1,lof
Airai,Palau,30.1,38.1,1,25.16666666666667,ED_MODERATE_SAFE,1,hot_but_safe
Baghdad,Iraq,43.4,45.2,4,85.07115384615383,ED_VERY_DANGEROUS,1,iso_forest
Tokyo,Japan,27.8,30.6,2,18.800000000000004,ED_MODERATE_SAFE,1,lof
Kuwait City,Kuwait,46.8,48.8,4,90.825,ED_VERY_DANGEROUS,1,iso_forest
Muscat,Oman,44.1,46.1,3,64.58461538461539,ED_DANGEROUS,1,iso_forest
Pyongyang,North Korea,27.3,28.4,2,12.199999999999996,ED_VERY_SAFE,1,lof
Bamako,Mali,23.1,25.2,1,1.8000000000000003,ED_VERY_SAFE,1,lof
Yangon,Myanmar,33.2,35.2,2,28.33333333333334,ED_MODERATE_SAFE,1,lof
Riyadh,Saudi Arabia,42.3,43.5,5,100.0,ED_VERY_DANGEROUS,1,iso_forest
Doha,Qatar,38.0,43.0,4,83.7326923076923,ED_VERY_DANGEROUS,1,iso_forest
Port Moresby,Papua New Guinea,26.1,28.7,1,5.099999999999998,ED_VERY_SAFE,1,lof
Islamabad,Pakistan,35.7,38.9,4,77.525,ED_VERY_DANGEROUS,1,iso_forest
Santiago,Chile,2.1,2.1,4,32.0,ED_MODERATE_SAFE,1,iso_forest
Bogot,Bulgaria,33.5,33.5,1,23.8,ED_MODERATE_SAFE,1,lof
Hanoi,Vietnam,35.4,41.2,4,73.55576923076923,ED_DANGEROUS,1,iso_forest
Djibouti,Djibouti,42.4,44.4,2,52.32307692307692,ED_CAUTION,1,iso_forest
New Delhi,India,37.3,41.6,4,75.2173076923077,ED_VERY_DANGEROUS,1,iso_forest
Baghdad,Iraq,44.2,46.6,4,87.78653846153846,ED_VERY_DANGEROUS,1,iso_forest
Abu Dhabi,United Arab Emirates,42.1,44.1,4,85.60192307692309,ED_VERY_DANGEROUS,1,iso_forest
Maseru,Lesotho,12.4,12.4,2,9.2,ED_VERY_SAFE,1,lof
Nan,Thailand,31.3,39.4,1,34.233333333333334,ED_MODERATE_SAFE,1,hot_but_safe
Valletta,Malta,29.3,32.9,1,21.499999999999996,ED_MODERATE_SAFE,1,lof
Funafuti,Tuvalu,29.2,35.1,1,20.16666666666667,ED_MODERATE_SAFE,1,lof
Khartoum,Sudan,40.5,40.6,4,81.75833333333334,ED_VERY_DANGEROUS,1,iso_forest
Pyongyang,North Korea,28.0,29.9,3,26.999999999999996,ED_MODERATE_SAFE,1,lof
Colombo,Sri Lanka,28.3,33.7,1,17.83333333333334,ED_MODERATE_SAFE,1,lof
Muscat,Oman,34.0,41.6,3,60.392307692307696,ED_DANGEROUS,1,iso_forest
Seoul,South Korea,31.3,32.8,2,24.33333333333333,ED_MODERATE_SAFE,1,lof
Pretoria,South Africa,15.2,15.2,5,49.1,ED_CAUTION,1,iso_forest
Maputo,Mozambique,21.2,21.2,2,12.0,ED_VERY_SAFE,1,lof
Yaren,Turkey,29.1,29.1,1,16.400000000000006,ED_MODERATE_SAFE,1,lof
Manama,Bahrain,38.3,40.3,4,80.35833333333333,ED_VERY_DANGEROUS,1,iso_forest
Conakry,Guinea,25.1,27.2,1,0.5999999999999979,ED_VERY_SAFE,1,lof
Nan,Thailand,33.3,50.0,1,43.38461538461539,ED_CAUTION,1,lof
Santiago,Chile,4.2,4.2,5,45.0,ED_CAUTION,1,iso_forest
Beijing,China,23.1,24.8,4,32.0,ED_MODERATE_SAFE,1,lof
Maseru,Lesotho,10.1,10.4,4,35.5,ED_CAUTION,1,iso_forest
Djibouti,Djibouti,37.8,42.0,2,51.15384615384615,ED_CAUTION,1,iso_forest
Kuwait City,Kuwait,46.7,48.7,4,91.50961538461539,ED_VERY_DANGEROUS,1,iso_forest
Tokyo,Japan,22.1,24.6,2,8.0,ED_VERY_SAFE,1,lof
Banjul,Gambia,23.3,25.3,3,18.0,ED_MODERATE_SAFE,1,lof
Baghdad,Iraq,43.2,44.9,3,64.5,ED_DANGEROUS,1,iso_forest
Niamey,Niger,26.4,27.8,1,7.700000000000002,ED_VERY_SAFE,1,lof
Baghdad,Iraq,41.4,42.0,4,81.47884615384615,ED_VERY_DANGEROUS,1,iso_forest
Jakarta,Indonesia,26.2,27.5,5,46.5,ED_CAUTION,1,lof
New Delhi,India,41.1,41.6,5,92.7548076923077,ED_VERY_DANGEROUS,1,iso_forest
Beirut,Lebanon,29.4,32.9,2,36.4,ED_CAUTION,1,lof
Nan,Thailand,30.2,42.3,2,39.5,ED_CAUTION,1,lof
Bamako,Mali,26.2,28.2,1,7.299999999999998,ED_VERY_SAFE,1,lof
Valletta,Malta,31.0,36.8,2,39.55,ED_CAUTION,1,lof
Yaren,Turkey,29.4,29.4,2,25.699999999999996,ED_MODERATE_SAFE,1,lof
Ottawa,Canada,21.2,21.2,3,18.0,ED_MODERATE_SAFE,1,lof
Phnom Penh,Cambodia,35.4,43.8,1,33.230769230769226,ED_MODERATE_SAFE,1,hot_but_safe
Manama,Bahrain,39.3,41.3,4,81.67115384615384,ED_VERY_DANGEROUS,1,iso_forest
Bamako,Mali,22.3,24.6,2,8.0,ED_VERY_SAFE,1,lof
Rabat,Morocco,22.3,24.7,1,1.8000000000000003,ED_VERY_SAFE,1,lof
Abuja,Nigeria,25.2,28.1,2,11.300000000000004,ED_VERY_SAFE,1,lof
Pyongyang,North Korea,21.4,21.4,2,8.0,ED_VERY_SAFE,1,lof
Muscat,Oman,35.2,44.0,3,61.36153846153846,ED_DANGEROUS,1,iso_forest
Islamabad,Pakistan,35.3,38.2,4,73.45833333333334,ED_DANGEROUS,1,iso_forest
Airai,Palau,25.3,27.2,1,2.099999999999998,ED_VERY_SAFE,1,lof
Doha,Qatar,41.2,46.0,4,87.29423076923078,ED_VERY_DANGEROUS,1,iso_forest
Riyadh,Saudi Arabia,43.3,45.1,6,100.0,ED_VERY_DANGEROUS,1,iso_forest
Mogadishu,Somalia,29.4,34.3,1,30.83333333333333,ED_MODERATE_SAFE,1,lof
Pretoria,South Africa,15.1,15.1,5,48.1,ED_CAUTION,1,iso_forest
Seoul,South Korea,22.0,24.5,2,8.0,ED_VERY_SAFE,1,lof
Chi Chi Khvar,Iran,30.3,30.3,3,39.900000000000006,ED_CAUTION,1,iso_forest
Abu Dhabi,United Arab Emirates,43.0,45.0,4,86.34038461538461,ED_VERY_DANGEROUS,1,iso_forest
Kabul,Afghanistan,29.6,29.6,3,34.35000000000001,ED_MODERATE_SAFE,1,lof
Algiers,Algeria,30.3,36.7,2,35.93333333333334,ED_CAUTION,1,lof
Buenos Aires,Argentina,14.2,14.2,2,8.0,ED_VERY_SAFE,1,lof
Baku,Azerbaijan,37.1,41.5,3,59.77692307692308,ED_DANGEROUS,1,iso_forest
Phnom Penh,Cambodia,27.2,27.6,1,1.8000000000000043,ED_VERY_SAFE,1,lof
Nassau,Bahamas,26.1,29.2,2,14.599999999999998,ED_VERY_SAFE,1,lof
Beijing,China,29.0,29.0,2,14.0,ED_VERY_SAFE,1,lof
Ban Lom,Vietnam,28.4,33.3,1,18.36666666666666,ED_MODERATE_SAFE,1,lof
Yangon,Myanmar,26.3,29.3,2,14.900000000000002,ED_VERY_SAFE,1,lof
Pyongyang,North Korea,32.8,35.4,1,20.666666666666664,ED_MODERATE_SAFE,1,lof
Seoul,South Korea,29.3,31.9,3,32.699999999999996,ED_MODERATE_SAFE,1,lof
Doha,Qatar,44.2,48.6,4,90.69423076923077,ED_VERY_DANGEROUS,1,iso_forest
Basseterre,Saint Kitts and Nevis,28.4,33.2,2,25.000000000000004,ED_MODERATE_SAFE,1,lof
Riyadh,Saudi Arabia,40.1,40.1,3,58.5,ED_DANGEROUS,1,iso_forest
Pretoria,South Africa,14.2,14.7,5,48.1,ED_CAUTION,1,iso_forest
Riyadh,Saudi Arabia,43.2,44.9,5,100.0,ED_VERY_DANGEROUS,1,iso_forest
Doha,Qatar,46.0,49.7,4,91.76346153846154,ED_VERY_DANGEROUS,1,iso_forest
Pyongyang,North Korea,22.1,24.6,2,8.0,ED_VERY_SAFE,1,lof
Abu Dhabi,United Arab Emirates,39.2,41.2,4,82.05576923076923,ED_VERY_DANGEROUS,1,iso_forest
Hanoi,Vietnam,34.0,43.3,4,79.07884615384616,ED_VERY_DANGEROUS,1,iso_forest
Nassau,Bahamas,28.1,32.6,2,24.000000000000004,ED_MODERATE_SAFE,1,lof
Airai,Palau,25.1,27.2,1,0.5999999999999979,ED_VERY_SAFE,1,lof
Manama,Bahrain,41.2,49.5,4,91.7326923076923,ED_VERY_DANGEROUS,1,iso_forest
Porto-Novo,Benin,25.1,27.4,2,10.399999999999995,ED_VERY_SAFE,1,lof
Santiago,Chile,1.3,1.3,4,32.85289696066575,ED_MODERATE_SAFE,1,iso_forest
Muscat,Oman,46.0,48.0,2,57.67692307692308,ED_DANGEROUS,1,iso_forest
Dodoma,Tanzania,24.2,24.8,1,9.2,ED_VERY_SAFE,1,lof
Ashgabat,Turkmenistan,39.4,39.4,1,39.33333333333333,ED_CAUTION,1,iso_forest
Chi Chi Khvar,Iran,28.6,28.6,3,34.800000000000004,ED_MODERATE_SAFE,1,lof
Valletta,Malta,28.4,31.3,1,18.1,ED_MODERATE_SAFE,1,lof
Kabul,Afghanistan,32.6,32.6,2,35.1,ED_CAUTION,1,iso_forest
Bras,Brazil,21.5,21.5,1,0.0,ED_VERY_SAFE,1,lof
Manama,Bahrain,40.1,42.1,4,83.19423076923077,ED_VERY_DANGEROUS,1,iso_forest
Manama,Bahrain,41.2,43.2,4,85.16346153846155,ED_VERY_DANGEROUS,1,iso_forest
San Ignacio,Costa Rica,21.4,21.4,1,0.0,ED_VERY_SAFE,1,lof
Baku,Azerbaijan,22.3,24.7,2,17.5,ED_MODERATE_SAFE,1,lof
Djibouti,Djibouti,42.3,44.3,3,62.50769230769231,ED_DANGEROUS,1,iso_forest
Malabo,Equatorial Guinea,25.2,27.6,1,2.7000000000000037,ED_VERY_SAFE,1,lof
Mbabane,Swaziland,21.4,21.4,3,21.3,ED_MODERATE_SAFE,1,lof
Saint John's,Antigua and Barbuda,27.2,30.2,2,17.599999999999998,ED_MODERATE_SAFE,1,lof
Guatemala City,Guatemala,18.3,18.3,2,8.0,ED_VERY_SAFE,1,lof
Hanoi,Vietnam,36.4,43.3,4,77.87884615384615,ED_VERY_DANGEROUS,1,iso_forest
Abu Dhabi,United Arab Emirates,40.3,42.3,4,83.725,ED_VERY_DANGEROUS,1,iso_forest
Baghdad,Iraq,40.4,40.5,3,58.26666666666667,ED_DANGEROUS,1,iso_forest
Port Royal,Jamaica,28.3,34.7,1,19.500000000000007,ED_MODERATE_SAFE,1,lof
Kuwait City,Kuwait,44.9,47.8,4,89.97115384615384,ED_VERY_DANGEROUS,1,iso_forest
Nan,Thailand,31.4,47.3,1,37.26923076923077,ED_CAUTION,1,lof
Bissau,Guinea-Bissau,25.2,28.6,1,4.800000000000004,ED_VERY_SAFE,1,lof
Baghdad,Iraq,44.9,47.9,3,66.96153846153845,ED_DANGEROUS,1,iso_forest
Saint John's,Antigua and Barbuda,27.3,30.3,2,17.900000000000002,ED_MODERATE_SAFE,1,lof
Nassau,Bahamas,27.1,30.5,1,10.5,ED_VERY_SAFE,1,lof
Baghdad,Iraq,41.1,41.6,3,59.19230769230769,ED_DANGEROUS,1,iso_forest
Kuwait City,Kuwait,46.3,48.3,4,90.04807692307692,ED_VERY_DANGEROUS,1,iso_forest
Santo Domingo,Dominican Republic,23.2,25.3,1,0.0,ED_VERY_SAFE,1,lof
Nouakchott,Mauritania,23.6,25.6,2,8.0,ED_VERY_SAFE,1,lof
Beijing,China,26.3,26.3,4,34.7,ED_MODERATE_SAFE,1,lof
Muscat,Oman,32.3,38.6,3,55.2,ED_DANGEROUS,1,iso_forest
Doha,Qatar,38.3,41.2,4,81.25576923076923,ED_VERY_DANGEROUS,1,iso_forest
Manama,Bahrain,39.4,41.4,4,82.58653846153845,ED_VERY_DANGEROUS,1,iso_forest
Baku,Azerbaijan,22.1,24.6,2,18.6,ED_MODERATE_SAFE,1,lof
Kuwait City,Kuwait,47.2,49.2,5,100.0,ED_VERY_DANGEROUS,1,iso_forest
Castries,Saint Lucia,28.4,31.6,2,21.800000000000004,ED_MODERATE_SAFE,1,lof
Riyadh,Saudi Arabia,41.0,41.4,4,83.08653846153845,ED_VERY_DANGEROUS,1,iso_forest
Saint John's,Antigua and Barbuda,26.2,28.5,1,4.5,ED_VERY_SAFE,1,lof
Pretoria,South Africa,17.2,17.2,5,48.2,ED_CAUTION,1,iso_forest
Abu Dhabi,United Arab Emirates,39.0,41.0,4,80.725,ED_VERY_DANGEROUS,1,iso_forest
Kabul,Afghanistan,29.3,29.3,2,25.400000000000002,ED_MODERATE_SAFE,1,lof
Sanaa,Yemen,28.0,28.0,1,15.0,ED_MODERATE_SAFE,1,iso_forest
Kabul,Afghanistan,31.7,31.7,2,32.5,ED_MODERATE_SAFE,1,lof
New Delhi,India,37.2,41.3,4,74.87115384615385,ED_DANGEROUS,1,iso_forest
Phnom Penh,Cambodia,35.3,39.4,1,28.53333333333333,ED_MODERATE_SAFE,1,hot_but_safe
Tbilisi,Georgia,22.1,24.5,1,10.1,ED_VERY_SAFE,1,lof
Bandar Seri Begawan,Brunei Darussalam,31.2,38.1,1,26.36666666666667,ED_MODERATE_SAFE,1,hot_but_safe
Tokyo,Japan,30.0,35.3,2,28.499999999999996,ED_MODERATE_SAFE,1,lof
Baghdad,Iraq,42.2,43.3,3,61.95384615384616,ED_DANGEROUS,1,iso_forest
Kuwait City,Kuwait,45.2,48.3,4,90.34807692307692,ED_VERY_DANGEROUS,1,iso_forest
Nan,Thailand,26.3,31.4,1,13.199999999999996,ED_VERY_SAFE,1,lof
Port Louis,Mauritius,24.1,25.6,1,6.6000000000000005,ED_VERY_SAFE,1,lof
Niamey,Niger,29.1,30.8,1,11.400000000000002,ED_VERY_SAFE,1,lof
Muscat,Oman,33.1,40.2,4,80.59166666666667,ED_VERY_DANGEROUS,1,iso_forest
Doha,Qatar,38.2,38.2,4,77.05833333333334,ED_VERY_DANGEROUS,1,iso_forest
Riyadh,Saudi Arabia,41.0,41.4,4,83.08653846153845,ED_VERY_DANGEROUS,1,iso_forest
Mogadishu,Somalia,28.3,31.7,1,25.0,ED_MODERATE_SAFE,1,lof
Pretoria,South Africa,15.2,15.2,5,48.2,ED_CAUTION,1,iso_forest
Bangkok,Thailand,33.1,41.6,1,31.292307692307695,ED_MODERATE_SAFE,1,hot_but_safe
Abu Dhabi,United Arab Emirates,39.0,41.0,4,82.125,ED_VERY_DANGEROUS,1,iso_forest
Nassau,Bahamas,28.1,36.1,2,29.833333333333336,ED_MODERATE_SAFE,1,lof
Manama,Bahrain,39.0,48.1,4,89.2173076923077,ED_VERY_DANGEROUS,1,iso_forest
Thimphu,Bhutan,23.8,24.9,1,11.6,ED_VERY_SAFE,1,lof
Jakarta,Indonesia,33.2,38.3,5,85.0625,ED_VERY_DANGEROUS,1,iso_forest
Kabul,Afghanistan,32.8,32.8,2,36.133333333333326,ED_CAUTION,1,iso_forest
Manama,Bahrain,35.2,42.4,4,84.24038461538461,ED_VERY_DANGEROUS,1,iso_forest
Palikir,Micronesia,30.3,37.5,1,24.166666666666668,ED_MODERATE_SAFE,1,lof
Phnom Penh,Cambodia,29.2,30.6,2,23.500000000000004,ED_MODERATE_SAFE,1,lof
Manama,Bahrain,37.0,39.0,4,79.29166666666667,ED_VERY_DANGEROUS,1,iso_forest
Kabul,Afghanistan,31.7,31.7,2,34.099999999999994,ED_MODERATE_SAFE,1,lof
Kabul,Afghanistan,32.0,32.0,2,35.0,ED_CAUTION,1,iso_forest
Algiers,Algeria,28.1,29.9,2,20.399999999999995,ED_MODERATE_SAFE,1,lof
Washington Harbor,United States of America,8.9,8.9,1,0.0,ED_VERY_SAFE,1,lof
Nassau,Bahamas,27.0,30.7,2,19.099999999999998,ED_MODERATE_SAFE,1,lof
Manama,Bahrain,38.1,40.1,4,81.125,ED_VERY_DANGEROUS,1,iso_forest
Abu Dhabi,United Arab Emirates,38.3,40.3,4,81.45833333333333,ED_VERY_DANGEROUS,1,iso_forest
Santiago,Chile,5.3,5.3,5,45.0,ED_CAUTION,1,iso_forest
Maseru,Lesotho,5.3,5.3,4,32.6,ED_MODERATE_SAFE,1,iso_forest
Beijing,China,27.3,27.4,4,33.49999999999999,ED_MODERATE_SAFE,1,lof
Bangkok,Thailand,33.3,38.1,1,28.966666666666672,ED_MODERATE_SAFE,1,hot_but_safe
Havana,Cuba,26.0,29.5,2,15.5,ED_MODERATE_SAFE,1,lof
Riyadh,Saudi Arabia,39.1,39.1,4,79.45833333333334,ED_VERY_DANGEROUS,1,iso_forest
Doha,Qatar,41.3,42.2,4,84.00961538461539,ED_VERY_DANGEROUS,1,iso_forest
Tegucigalpa,Honduras,20.3,20.3,1,0.0,ED_VERY_SAFE,1,lof
Baghdad,Iraq,41.2,41.7,2,50.107692307692304,ED_CAUTION,1,iso_forest
Kuwait City,Kuwait,45.7,49.2,4,91.98653846153847,ED_VERY_DANGEROUS,1,iso_forest
Abu Dhabi,United Arab Emirates,37.3,39.3,4,78.69166666666666,ED_VERY_DANGEROUS,1,iso_forest
Bern,Switzerland,23.2,24.9,1,5.8,ED_VERY_SAFE,1,lof
Riyadh,Saudi Arabia,41.1,41.6,4,83.3173076923077,ED_VERY_DANGEROUS,1,iso_forest
Ottawa,Canada,22.2,24.7,1,0.0,ED_VERY_SAFE,1,lof
Santiago,Chile,2.4,2.4,4,32.0,ED_MODERATE_SAFE,1,iso_forest
Baghdad,Iraq,41.0,41.4,2,50.46153846153846,ED_CAUTION,1,iso_forest
Vestmannaeyjar,Iceland,10.3,10.3,1,0.0,ED_VERY_SAFE,1,lof
Beijing,China,27.3,27.4,4,33.8,ED_MODERATE_SAFE,1,lof
Malabo,Equatorial Guinea,27.3,31.4,1,14.699999999999996,ED_VERY_SAFE,1,lof
Addis Ababa,Ethiopia,23.0,24.1,4,43.5,ED_CAUTION,1,lof
Baghdad,Iraq,44.8,47.6,3,67.61538461538461,ED_DANGEROUS,1,iso_forest
Saint George's,Grenada,27.3,31.7,2,22.099999999999998,ED_MODERATE_SAFE,1,lof
Addis Ababa,Ethiopia,20.1,20.1,4,43.6,ED_CAUTION,1,iso_forest
Kuwait City,Kuwait,40.5,40.7,4,81.92500000000001,ED_VERY_DANGEROUS,1,iso_forest
Monaco,Monaco,28.2,32.1,2,27.06666666666667,ED_MODERATE_SAFE,1,lof
Maputo,Mozambique,21.0,21.0,1,2.6999999999999997,ED_VERY_SAFE,1,lof
Muscat,Oman,35.4,46.1,3,65.48461538461538,ED_DANGEROUS,1,iso_forest
Copenhagen,Denmark,20.4,20.4,2,12.1,ED_VERY_SAFE,1,lof
Beijing,China,37.3,37.3,4,64.45833333333333,ED_DANGEROUS,1,iso_forest
Doha,Qatar,43.1,45.4,4,87.20192307692307,ED_VERY_DANGEROUS,1,iso_forest
San Marino,San Marino,27.2,29.3,2,19.300000000000004,ED_MODERATE_SAFE,1,lof
Beirut,Lebanon,28.3,30.2,2,28.0,ED_MODERATE_SAFE,1,lof
Islamabad,Pakistan,32.8,37.6,4,75.95833333333334,ED_VERY_DANGEROUS,1,iso_forest
Kuwait City,Kuwait,43.3,45.1,5,100.0,ED_VERY_DANGEROUS,1,iso_forest
Manama,Bahrain,37.2,39.2,4,79.625,ED_VERY_DANGEROUS,1,iso_forest
Tokyo,Japan,32.2,35.2,2,28.33333333333334,ED_MODERATE_SAFE,1,lof
Baghdad,Iraq,40.2,40.2,2,48.16666666666667,ED_CAUTION,1,iso_forest
Beijing,China,31.2,31.3,4,44.900000000000006,ED_CAUTION,1,lof
Ottawa,Canada,23.3,25.5,1,0.0,ED_VERY_SAFE,1,lof
Phnom Penh,Cambodia,29.4,31.4,2,24.599999999999994,ED_MODERATE_SAFE,1,lof
Zagreb,Croatia,30.4,30.5,1,16.0,ED_MODERATE_SAFE,1,lof
Havana,Cuba,25.1,27.8,2,10.400000000000002,ED_VERY_SAFE,1,lof
Djibouti,Djibouti,43.1,45.1,2,52.93076923076923,ED_CAUTION,1,iso_forest
Tallinn,Estonia,15.1,15.1,1,4.0,ED_VERY_SAFE,1,iso_forest
Nan,Thailand,29.2,39.6,1,30.766666666666673,ED_MODERATE_SAFE,1,hot_but_safe
Nassau,Bahamas,27.2,31.6,1,13.800000000000004,ED_VERY_SAFE,1,lof
Tbilisi,Georgia,22.1,24.1,1,9.9,ED_VERY_SAFE,1,lof
Baku,Azerbaijan,24.3,25.8,2,18.9,ED_MODERATE_SAFE,1,lof
Kabul,Afghanistan,33.4,33.4,3,47.23333333333333,ED_CAUTION,1,iso_forest
New Delhi,India,35.2,40.7,3,47.50000000000001,ED_CAUTION,1,lof
Tehran,Iran,34.0,34.0,3,48.33333333333333,ED_CAUTION,1,iso_forest
Ashgabat,Turkmenistan,37.0,37.0,2,43.333333333333336,ED_CAUTION,1,iso_forest
Baghdad,Iraq,42.0,43.0,2,51.607692307692304,ED_CAUTION,1,iso_forest
Kuwait City,Kuwait,43.4,45.2,4,87.07115384615383,ED_VERY_DANGEROUS,1,iso_forest
Santiago,Chile,1.1,1.1,4,32.0,ED_MODERATE_SAFE,1,iso_forest
Ngaoundere,Cameroon,22.3,24.8,1,0.0,ED_VERY_SAFE,1,lof
Bras,Brazil,22.0,22.0,1,0.0,ED_VERY_SAFE,1,lof
Valletta,Malta,30.1,36.4,2,35.63333333333333,ED_CAUTION,1,lof
Muscat,Oman,45.3,47.3,3,67.26923076923077,ED_DANGEROUS,1,iso_forest
Ulaanbaatar,Mongolia,34.3,38.0,1,29.9,ED_MODERATE_SAFE,1,lof
Monaco,Monaco,32.0,37.5,2,36.46666666666667,ED_CAUTION,1,lof
Ulaanbaatar,Mongolia,29.3,36.1,3,43.833333333333336,ED_CAUTION,1,lof
Rabat,Morocco,35.2,35.5,2,28.833333333333336,ED_MODERATE_SAFE,1,lof
Niamey,Niger,30.2,32.0,2,23.9,ED_MODERATE_SAFE,1,lof
Muscat,Oman,33.3,41.8,3,60.22307692307692,ED_DANGEROUS,1,iso_forest
Doha,Qatar,45.2,48.3,3,68.22307692307692,ED_DANGEROUS,1,iso_forest
Moscow,Russia,20.1,20.1,3,22.5,ED_MODERATE_SAFE,1,lof
Riyadh,Saudi Arabia,42.1,43.1,4,84.84807692307693,ED_VERY_DANGEROUS,1,iso_forest
Madrid,Spain,28.2,28.2,1,6.299999999999997,ED_VERY_SAFE,1,lof
Bangkok,Thailand,33.4,42.7,1,31.961538461538463,ED_MODERATE_SAFE,1,hot_but_safe
Yerevan,Armenia,29.2,29.2,1,17.699999999999996,ED_MODERATE_SAFE,1,lof
Baku,Azerbaijan,29.0,29.1,1,17.200000000000003,ED_MODERATE_SAFE,1,lof
Nassau,Bahamas,27.3,31.5,2,21.5,ED_MODERATE_SAFE,1,lof
Manama,Bahrain,43.0,45.0,4,86.14038461538462,ED_VERY_DANGEROUS,1,iso_forest
Manama,Bahrain,38.2,40.2,4,81.29166666666667,ED_VERY_DANGEROUS,1,iso_forest
Nassau,Bahamas,27.4,33.8,2,25.999999999999996,ED_MODERATE_SAFE,1,lof
Dhaka,Bangladesh,32.3,37.9,2,38.03333333333333,ED_CAUTION,1,lof
Vestmannaeyjar,Iceland,9.1,9.1,1,0.0,ED_VERY_SAFE,1,iso_forest
Dhaka,Bangladesh,32.1,39.7,1,29.03333333333334,ED_MODERATE_SAFE,1,hot_but_safe
Baghdad,Iraq,40.1,40.1,2,48.0,ED_CAUTION,1,iso_forest
Georgetown,Guyana,23.8,26.5,1,0.0,ED_VERY_SAFE,1,lof
Bras,Brazil,21.9,21.9,1,0.0,ED_VERY_SAFE,1,lof
Tbilisi,Georgia,23.4,24.0,1,9.7,ED_VERY_SAFE,1,lof
Addis Ababa,Ethiopia,19.3,19.3,4,43.7,ED_CAUTION,1,iso_forest
Beijing,China,38.3,38.3,4,66.125,ED_DANGEROUS,1,iso_forest
Santiago,Chile,6.3,6.3,5,45.0,ED_CAUTION,1,iso_forest
New Delhi,India,37.4,42.0,3,49.15384615384615,ED_CAUTION,1,iso_forest
Kabul,Afghanistan,33.2,33.2,2,37.0,ED_CAUTION,1,iso_forest
Baghdad,Iraq,42.4,43.6,2,53.0,ED_CAUTION,1,iso_forest
Baku,Azerbaijan,25.0,26.2,2,18.7,ED_MODERATE_SAFE,1,lof
Kuwait City,Kuwait,40.6,40.8,5,96.02916666666665,ED_VERY_DANGEROUS,1,iso_forest
Yerevan,Armenia,26.3,26.3,1,11.0,ED_VERY_SAFE,1,lof
Vilnius,Lithuania,13.1,13.1,1,1.1999999999999997,ED_VERY_SAFE,1,lof
Valletta,Malta,31.1,36.9,2,40.266666666666666,ED_CAUTION,1,lof
Pyongyang,North Korea,21.3,21.3,2,8.0,ED_VERY_SAFE,1,lof
Muscat,Oman,40.3,42.3,4,83.725,ED_VERY_DANGEROUS,1,iso_forest
Manama,Bahrain,38.3,48.2,4,90.9326923076923,ED_VERY_DANGEROUS,1,iso_forest
Hanoi,Vietnam,26.3,28.0,3,21.0,ED_MODERATE_SAFE,1,lof
Kuwait City,Kuwait,44.8,47.6,5,100.0,ED_VERY_DANGEROUS,1,iso_forest
Tashkent,Uzbekistan,39.3,39.3,2,45.266666666666666,ED_CAUTION,1,iso_forest
Islamabad,Pakistan,35.9,41.0,4,74.925,ED_DANGEROUS,1,iso_forest
Moscow,Russia,20.4,20.4,3,23.5,ED_MODERATE_SAFE,1,lof
Basseterre,Saint Kitts and Nevis,28.4,33.6,2,25.666666666666668,ED_MODERATE_SAFE,1,lof
Muscat,Oman,43.4,45.4,4,87.70192307692307,ED_VERY_DANGEROUS,1,iso_forest
