location_name,country,latitude,longitude,temperature_celsius,humidity,wind_kph,uv_index,apparent_temp_c,pressure_mb,air_quality_us-epa-index,air_quality_PM2.5,ed_score,ed_category,anomaly_score,anomaly_sources,is_anomaly
Santiago,Chile,-33.45,-70.6667,8.4,87,3.6,0.0,8.5,1022.0,5,154.29,80.61381381381382,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,39.2,28,5.0,7.1,39.2,1005.0,5,203.315,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,28.2,19,3.6,5.2,28.2,1019.0,5,158.545,84.54159159159158,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,32.1,67,7.6,3.2,35.9,1008.0,5,221.445,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Pretoria,South Africa,-25.7469,28.188,16.1,59,7.2,3.0,16.1,1029.0,5,167.98,81.02492492492493,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,25.8,52,18.7,3.8,26.2,1016.0,5,173.53,81.19159159159159,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,32.3,63,16.6,3.8,36.6,1004.0,5,181.855,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,25.2,34,4.0,2.5,25.2,1015.0,5,171.495,81.13048048048049,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,14.3,24,5.4,0.2,14.5,1022.0,5,200.725,82.00825825825825,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,29.2,30,5.8,3.8,29.2,1011.0,5,151.7,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Belgrade,Serbia,44.804,20.4651,6.1,81,8.6,0.5,6.1,1014.0,5,162.43,80.85825825825826,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,42.1,25,6.5,7.0,43.1,1003.0,5,198.135,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,29.7,30,5.8,3.8,29.7,1010.0,6,316.165,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Tehran,Iran,35.7261,51.3304,15.2,59,9.7,3.0,15.2,1019.0,5,179.265,81.3638138138138,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,31.3,63,17.3,2.0,34.8,1005.0,5,194.62,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,32.2,67,13.7,1.1,35.8,1006.0,5,186.11,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,9.1,46,5.8,0.2,9.1,1026.0,6,496.17,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,29.5,32,6.5,3.9,29.5,1012.0,6,267.14,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,26.7,44,25.2,2.3,26.9,1013.0,5,163.725,80.89714714714715,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,29.3,20,11.9,5.3,29.3,1017.0,5,150.775,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Baghdad,Iraq,33.3386,44.3939,27.3,32,4.3,2.9,27.3,1014.0,5,229.215,82.86381381381382,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,30.2,75,14.0,3.4,32.6,1006.0,5,169.275,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,7.2,49,7.6,0.2,7.2,1036.0,6,404.965,99.85432172869147,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Bras,Brazil,-2.0833,-58.1667,26.3,65,3.6,0.0,27.8,1006.0,5,157.62,80.71381381381381,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Santiago,Chile,-33.45,-70.6667,4.3,75,4.3,0.0,4.3,1016.0,5,160.58,80.8027027027027,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,28.1,22,28.8,5.7,28.1,1017.0,6,274.725,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,32.0,71,14.8,3.3,36.9,1006.0,5,208.495,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,27.3,17,18.4,6.7,27.3,1015.0,5,157.25,83.65270270270271,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,23.2,44,4.3,0.6,24.2,1013.0,5,189.995,81.68603603603604,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,23.2,38,16.9,6.2,23.2,1015.0,6,447.885,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,21.3,12,23.0,5.0,21.3,1021.0,6,250.675,98.00210084033614,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,11.3,17,11.2,0.2,11.3,1029.0,5,192.955,81.77492492492493,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,27.0,16,16.9,2.5,27.0,1012.0,5,164.465,80.91936936936936,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,29.3,70,14.8,1.9,31.1,1007.0,5,152.44,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ulaanbaatar,Mongolia,47.9167,106.9167,-17.7,77,7.2,0.0,-17.7,1018.0,4,101.935,80.88328652216953,ED_VERY_DANGEROUS,4,"stat_temperature_celsius, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,18.2,82,17.6,2.9,18.2,1018.0,5,183.89,81.5027027027027,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,22.3,43,13.7,0.4,23.2,1013.0,5,200.355,81.99714714714715,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,22.3,57,20.5,4.7,23.3,1016.0,6,296.37,98.55066026410564,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,1.0,29,4.7,0.0,1.0,1023.0,5,181.855,81.44159159159159,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,26.6,26,15.5,0.7,26.6,1009.0,5,214.045,82.40825825825826,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,7.3,57,15.1,0.1,7.3,1022.0,5,189.995,81.68603603603604,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,23.2,47,20.9,0.1,24.0,1012.0,5,150.775,78.50825825825825,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Seoul,South Korea,37.5664,126.9997,-0.8,93,3.6,0.0,-0.8,1018.0,5,156.325,80.67492492492492,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,17.3,57,22.3,1.5,17.3,1015.0,5,175.38,81.24714714714715,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,19.4,21,14.4,4.5,19.4,1019.0,5,237.725,83.11936936936937,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,26.2,17,39.2,9.5,26.2,1014.0,5,153.365,86.08603603603603,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,32.3,14,11.2,3.0,32.3,1007.0,5,161.135,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,14.1,31,6.5,0.2,14.1,1021.0,6,330.78,98.96374549819927,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,17.5,65,26.3,1.5,17.5,1014.0,5,170.2,81.0915915915916,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,16.2,36,18.0,0.2,16.2,1020.0,6,351.5,99.2124849939976,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,23.4,50,14.4,0.4,24.2,1014.0,5,177.97,81.32492492492493,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,31.0,24,3.6,2.4,31.0,1012.0,5,191.66,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,17.7,70,21.6,1.6,17.7,1013.0,5,172.79,81.16936936936936,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,24.3,22,29.9,2.5,24.3,1013.0,5,207.57,82.21381381381381,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,27.9,26,13.7,0.7,27.9,1010.0,6,279.165,98.34411764705882,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,17.1,83,5.4,0.4,17.1,1019.0,6,271.395,98.25084033613446,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,19.2,15,22.3,7.1,19.2,1022.0,6,288.6,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,32.0,15,23.0,8.3,32.0,1011.0,5,159.285,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,14.3,51,3.6,0.1,15.0,1012.0,6,369.63,99.43013205282112,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,31.2,66,15.8,2.2,36.2,1006.0,5,196.47,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Astana,Kazakhstan,51.1811,71.4278,-23.6,63,16.6,0.4,-23.6,1052.0,2,16.465,51.59395759621711,ED_CAUTION,4,"stat_temperature_celsius, stat_apparent_temp_c, stat_pressure_mb, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,19.2,24,24.1,7.4,19.2,1017.0,6,271.395,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,1.2,51,3.6,0.0,1.2,1031.0,6,428.09,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Juba,Sudan,12.15,24.45,27.1,16,37.4,8.3,27.1,1014.0,5,189.995,86.28603603603604,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,27.9,24,11.9,0.7,27.9,1009.0,6,305.805,98.66392557022809,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
N'djamena,Chad,12.1131,15.0492,32.3,14,25.9,8.2,32.3,1011.0,5,182.225,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,30.3,75,13.7,2.2,33.6,1005.0,6,253.265,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,19.3,22,16.6,4.6,19.3,1022.0,5,249.01,83.45825825825825,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Astana,Kazakhstan,51.1811,71.4278,-23.8,69,21.2,0.3,-23.8,1039.0,1,7.955,41.8126348886096,ED_CAUTION,4,"stat_temperature_celsius, stat_apparent_temp_c, stat_pressure_mb, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,18.1,34,27.7,3.5,18.1,1015.0,5,154.66,80.62492492492493,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,23.4,31,12.2,0.2,24.0,1015.0,5,177.415,81.30825825825826,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,-2.6,63,3.6,0.0,-2.6,1025.0,6,337.625,99.04591836734694,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,28.0,25,13.7,0.7,28.0,1010.0,6,310.985,98.72611044417768,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,6.3,13,5.4,0.1,6.3,1027.0,6,310.06,98.71500600240095,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Jakarta,Indonesia,-6.2146,106.8451,30.2,70,16.2,1.9,34.3,1005.0,5,183.89,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,16.1,22,9.7,4.8,16.1,1024.0,5,186.11,81.56936936936937,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Warsaw,Poland,52.25,21.0,3.0,81,5.4,0.6,3.0,1016.0,5,158.36,80.73603603603604,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ulaanbaatar,Mongolia,47.9167,106.9167,-15.0,71,6.1,0.0,-15.0,1017.0,4,95.83,77.55033280985914,ED_VERY_DANGEROUS,4,"stat_temperature_celsius, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,23.1,41,6.8,1.2,23.3,1013.0,5,205.905,82.16381381381382,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,9.3,23,11.5,0.2,9.3,1020.0,5,240.315,83.19714714714715,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,0.1,47,3.6,0.0,0.1,1026.0,6,311.91,98.73721488595439,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,3.7,27,3.6,0.0,3.7,1018.0,6,298.035,98.57064825930372,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Seoul,South Korea,37.5664,126.9997,12.0,30,7.9,0.0,12.0,1028.0,5,152.995,80.57492492492493,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,15.4,41,10.4,0.2,15.4,1015.0,6,339.475,99.06812725090036,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Manama,Bahrain,26.2361,50.5831,21.0,40,23.0,4.0,21.0,1015.0,5,180.56,81.4027027027027,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,19.2,28,22.7,5.1,19.2,1020.0,6,465.275,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,32.3,15,19.8,9.8,32.3,1016.0,6,253.265,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Abuja,Nigeria,9.1758,7.1808,34.2,30,6.5,0.0,34.2,1012.0,5,184.445,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ulaanbaatar,Mongolia,47.9167,106.9167,-18.6,87,3.6,0.0,-18.6,1029.0,4,130.055,78.02351598173516,ED_VERY_DANGEROUS,4,"stat_temperature_celsius, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Kuwait City,Kuwait,29.3667,47.96,20.5,28,26.6,3.4,20.5,1016.0,5,225.7,82.75825825825825,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,23.1,9,16.9,0.4,23.1,1012.0,5,166.685,80.98603603603604,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
New Delhi,India,28.6,77.2,15.3,77,11.5,0.4,15.3,1019.0,5,199.06,81.95825825825825,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,19.8,50,25.2,1.5,19.8,1015.0,5,204.24,82.11381381381382,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,29.3,16,27.7,3.9,29.3,1017.0,6,308.395,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,0.4,24,3.6,0.0,0.4,1023.0,6,347.985,99.1702881152461,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ouagadougou,Burkina Faso,12.3703,-1.5247,26.2,17,23.0,4.4,26.2,1015.0,5,166.315,80.97492492492492,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Algiers,Algeria,36.7631,3.0506,20.1,64,23.4,2.0,20.1,1017.0,5,167.795,81.01936936936937,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,26.3,25,15.1,0.6,26.3,1009.0,5,173.53,81.19159159159159,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,27.1,10,15.1,0.4,27.1,1008.0,5,168.905,81.0527027027027,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,20.4,56,25.6,1.6,20.4,1015.0,5,210.16,82.2915915915916,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Riyadh,Saudi Arabia,24.6408,46.7728,28.1,37,24.1,9.3,28.1,1016.0,5,171.865,89.74159159159159,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Ulaanbaatar,Mongolia,47.9167,106.9167,-17.9,71,8.6,0.0,-17.9,1017.0,4,131.72,82.62768797060151,ED_VERY_DANGEROUS,4,"stat_temperature_celsius, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Nouakchott,Mauritania,18.0864,-15.9753,19.0,29,32.8,1.8,19.1,1017.0,5,164.465,80.91936936936936,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Khartoum,Sudan,15.5881,32.5342,29.3,14,34.2,11.0,29.3,1016.0,5,160.21,100.0,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Beijing,China,39.9289,116.3883,1.2,25,3.6,0.0,1.2,1029.0,5,227.365,82.80825825825826,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Hanoi,Vietnam,21.0333,105.85,27.3,30,15.8,1.1,27.3,1019.0,5,155.585,80.6527027027027,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Dhaka,Bangladesh,23.7231,90.4086,27.9,24,4.7,0.6,27.9,1014.0,5,160.58,80.8027027027027,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
Islamabad,Pakistan,33.7,73.1667,19.1,16,9.4,1.9,19.1,1018.0,5,160.21,80.7915915915916,ED_VERY_DANGEROUS,4,"stat_air_quality_us-epa-index, stat_air_quality_PM2.5, context_high_ed_low_comp, ml_isolated_forest",True
